Nome do modelo,Operacao,Resultado bruto do modelo,Resultado original,Acerto da operacao,Acerto do formato de resposta,Conta,Custo total,Custo de input tokens,Custo de output tokens,Custo de reasoning tokens,Quantidade de reasoning tokens gerados,Nome_do_modelo,Resultado_do_modelo,Resposta_bruta,Acerto_da_operacao,Acerto_do_formato_de_resposta,custo_total
gemini-3.8-flash,9 dígitos,775524627,775524627,True,True,559815460+215709167 = ?,0.009228,0.000209,0.009019,0.008845,458,gemini-3.8-flash,775524627,775524627,True,True,0.009228
gemini-3.8-flash,6 dígitos,1004095,1004095,True,True,497537+506558 = ?,0.007524,0.000185,0.007339,0.007204,373,gemini-3.8-flash,1004095,1004095,True,True,0.007524
gemini-3.8-flash,6 dígitos,1208764,1208764,True,True,364627+844137 = ?,0.00596,0.000185,0.005774,0.005639,292,gemini-3.8-flash,1208764,1208764,True,True,0.00596
gemini-3.8-flash,5 dígitos,107530,107530,True,True,42784+64746 = ?,0.004098,0.000178,0.00392,0.003805,197,gemini-3.8-flash,107530,107530,True,True,0.004098
gemini-3.8-flash,4 dígitos,11181,11181,True,True,8587+2594 = ?,0.003395,0.00017,0.003225,0.003129,162,gemini-3.8-flash,11181,11181,True,True,0.003395
gemini-3.8-flash,3 dígitos,1897,1897,True,True,936+961 = ?,0.003252,0.000162,0.00309,0.003013,156,gemini-3.8-flash,1897,1897,True,True,0.003252
gemini-3.8-flash,3 dígitos,1391,1391,True,True,528+863 = ?,0.004527,0.000162,0.004365,0.004287,222,gemini-3.8-flash,1391,1391,True,True,0.004527
gemini-3.8-flash,6 dígitos,748024,748024,True,True,295736+452288 = ?,0.0054,0.000185,0.005214,0.005099,264,gemini-3.8-flash,748024,748024,True,True,0.0054
gemini-3.8-flash,6 dígitos,1543058,1543058,True,True,787153+755905 = ?,0.005477,0.000185,0.005292,0.005156,267,gemini-3.8-flash,1543058,1543058,True,True,0.005477
gemini-3.8-flash,8 dígitos,111150902,111150902,True,True,34775625+76375277 = ?,0.008003,0.000201,0.007802,0.007628,395,gemini-3.8-flash,111150902,111150902,True,True,0.008003
gemini-3.8-flash,2 dígitos,98,98,True,True,27+71 = ?,0.00226,0.000155,0.002105,0.002066,107,gemini-3.8-flash,98,98,True,True,0.00226
gemini-3.8-flash,5 dígitos,42796,42796,True,True,21128+21668 = ?,0.003075,0.000178,0.002897,0.0028,145,gemini-3.8-flash,42796,42796,True,True,0.003075
gemini-3.8-flash,7 dígitos,8101121,8101121,True,True,6658131+1442990 = ?,0.007957,0.000193,0.007764,0.007628,395,gemini-3.8-flash,8101121,8101121,True,True,0.007957
gemini-3.8-flash,10 dígitos,12683618758,12683618758,True,True,7845481655+4838137103 = ?,0.018911,0.000216,0.018695,0.018482,957,gemini-3.8-flash,12683618758,12683618758,True,True,0.018911
gemini-3.8-flash,2 dígitos,142,142,True,True,62+80 = ?,0.002318,0.000155,0.002163,0.002105,109,gemini-3.8-flash,142,142,True,True,0.002318
gemini-3.8-flash,8 dígitos,107732294,107732294,True,True,59866390+47865904 = ?,0.010089,0.000201,0.009888,0.009714,503,gemini-3.8-flash,107732294,107732294,True,True,0.010089
gemini-3.8-flash,3 dígitos,1332,1332,True,True,735+597 = ?,0.00331,0.000162,0.003148,0.003071,159,gemini-3.8-flash,1332,1332,True,True,0.00331
gemini-3.8-flash,6 dígitos,1366544,1366544,True,True,443783+922761 = ?,0.003932,0.000185,0.003747,0.003611,187,gemini-3.8-flash,1366544,1366544,True,True,0.003932
gemini-3.8-flash,7 dígitos,11410287,11410287,True,True,8381026+3029261 = ?,0.005774,0.000193,0.005581,0.005427,281,gemini-3.8-flash,11410287,11410287,True,True,0.005774
gemini-3.8-flash,6 dígitos,678882,678882,True,True,186280+492602 = ?,0.003758,0.000185,0.003573,0.003457,179,gemini-3.8-flash,678882,678882,True,True,0.003758
gemini-3.8-flash,3 dígitos,1656,1656,True,True,999+657 = ?,0.003233,0.000162,0.003071,0.002993,155,gemini-3.8-flash,1656,1656,True,True,0.003233
gemini-3.8-flash,5 dígitos,109956,109956,True,True,25933+84023 = ?,0.002997,0.000178,0.00282,0.002704,140,gemini-3.8-flash,109956,109956,True,True,0.002997
gemini-3.8-flash,4 dígitos,13171,13171,True,True,7621+5550 = ?,0.003472,0.00017,0.003302,0.003206,166,gemini-3.8-flash,13171,13171,True,True,0.003472
gemini-3.8-flash,6 dígitos,937342,937342,True,True,454328+483014 = ?,0.004975,0.000185,0.00479,0.004674,242,gemini-3.8-flash,937342,937342,True,True,0.004975
gemini-3.8-flash,7 dígitos,12845283,12845283,True,True,3978170+8867113 = ?,0.006238,0.000193,0.006045,0.00589,305,gemini-3.8-flash,12845283,12845283,True,True,0.006238
gemini-3.8-flash,9 dígitos,686687082,686687082,True,True,144566167+542120915 = ?,0.009652,0.000209,0.009444,0.00927,480,gemini-3.8-flash,686687082,686687082,True,True,0.009652
gemini-3.8-flash,4 dígitos,18050,18050,True,True,8249+9801 = ?,0.002854,0.00017,0.002684,0.002588,134,gemini-3.8-flash,18050,18050,True,True,0.002854
gemini-3.8-flash,9 dígitos,968292356,968292356,True,True,251530889+716761467 = ?,0.011352,0.000209,0.011143,0.010989,569,gemini-3.8-flash,968292356,968292356,True,True,0.011352
gemini-3.8-flash,7 dígitos,13973442,13973442,True,True,6012639+7960803 = ?,0.007706,0.000193,0.007513,0.007358,381,gemini-3.8-flash,13973442,13973442,True,True,0.007706
gemini-3.8-flash,8 dígitos,112321790,112321790,True,True,26629599+85692191 = ?,0.013411,0.000201,0.01321,0.013036,675,gemini-3.8-flash,112321790,112321790,True,True,0.013411
gemini-3.8-flash,2 dígitos,121,121,True,True,97+24 = ?,0.00141,0.000155,0.001255,0.001197,62,gemini-3.8-flash,121,121,True,True,0.00141
gemini-3.8-flash,2 dígitos,124,124,True,True,58+66 = ?,0.002549,0.000155,0.002395,0.002337,121,gemini-3.8-flash,124,124,True,True,0.002549
gemini-3.8-flash,3 dígitos,794,794,True,True,287+507 = ?,0.003117,0.000162,0.002955,0.002897,150,gemini-3.8-flash,794,794,True,True,0.003117
gemini-3.8-flash,6 dígitos,984869,984869,True,True,296249+688620 = ?,0.003469,0.000185,0.003283,0.003167,164,gemini-3.8-flash,984869,984869,True,True,0.003469
gemini-3.8-flash,2 dígitos,35,35,True,True,16+19 = ?,0.001931,0.000155,0.001777,0.001738,90,gemini-3.8-flash,35,35,True,True,0.001931
gemini-3.8-flash,4 dígitos,13192,13192,True,True,6731+6461 = ?,0.002661,0.00017,0.002491,0.002395,124,gemini-3.8-flash,13192,13192,True,True,0.002661
gemini-3.8-flash,5 dígitos,172568,172568,True,True,91416+81152 = ?,0.002534,0.000178,0.002356,0.00224,116,gemini-3.8-flash,172568,172568,True,True,0.002534
gemini-3.8-flash,8 dígitos,94970783,94970783,True,True,66079137+28891646 = ?,0.00528,0.000201,0.005079,0.004925,255,gemini-3.8-flash,94970783,94970783,True,True,0.00528
gemini-3.8-flash,7 dígitos,11877945,11877945,True,True,3171425+8706520 = ?,0.003129,0.000193,0.002936,0.002781,144,gemini-3.8-flash,11877945,11877945,True,True,0.003129
gemini-3.8-flash,10 dígitos,12782464974,12782464974,True,True,3763820552+9018644422 = ?,0.011109,0.000216,0.010892,0.01068,553,gemini-3.8-flash,12782464974,12782464974,True,True,0.011109
gemini-3.8-flash,8 dígitos,119230684,119230684,True,True,92806167+26424517 = ?,0.007153,0.000201,0.006953,0.006779,351,gemini-3.8-flash,119230684,119230684,True,True,0.007153
gemini-3.8-flash,10 dígitos,11105220172,11105220172,True,True,1658524665+9446695507 = ?,0.017076,0.000216,0.01686,0.016647,862,gemini-3.8-flash,11105220172,11105220172,True,True,0.017076
gemini-3.8-flash,2 dígitos,130,130,True,True,44+86 = ?,0.001757,0.000155,0.001603,0.001545,80,gemini-3.8-flash,130,130,True,True,0.001757
gemini-3.8-flash,2 dígitos,129,129,True,True,85+44 = ?,0.002916,0.000155,0.002762,0.002704,140,gemini-3.8-flash,129,129,True,True,0.002916
gemini-3.8-flash,10 dígitos,8982747068,8982747068,True,True,3440011037+5542736031 = ?,0.00742,0.000216,0.007204,0.00701,363,gemini-3.8-flash,8982747068,8982747068,True,True,0.00742
gemini-3.8-flash,10 dígitos,6311575220,6311575220,True,True,4565232644+1746342576 = ?,0.011282,0.000216,0.011066,0.010873,563,gemini-3.8-flash,6311575220,6311575220,True,True,0.011282
gemini-3.8-flash,7 dígitos,6621549,6621549,True,True,5311876+1309673 = ?,0.00618,0.000193,0.005987,0.005871,304,gemini-3.8-flash,6621549,6621549,True,True,0.00618
gemini-3.8-flash,4 dígitos,11941,11941,True,True,4358+7583 = ?,0.002468,0.00017,0.002298,0.002202,114,gemini-3.8-flash,11941,11941,True,True,0.002468
gemini-3.8-flash,4 dígitos,12179,12179,True,True,8341+3838 = ?,0.002507,0.00017,0.002337,0.00224,116,gemini-3.8-flash,12179,12179,True,True,0.002507
gemini-3.8-flash,10 dígitos,13089855485,13089855485,True,True,3373476496+9716378989 = ?,0.018988,0.000216,0.018772,0.018559,961,gemini-3.8-flash,13089855485,13089855485,True,True,0.018988
gemini-3.8-flash,4 dígitos,17295,17295,True,True,7359+9936 = ?,0.002623,0.00017,0.002453,0.002356,122,gemini-3.8-flash,17295,17295,True,True,0.002623
gemini-3.8-flash,3 dígitos,1263,1263,True,True,541+722 = ?,0.003677,0.000162,0.003515,0.003438,178,gemini-3.8-flash,1263,1263,True,True,0.003677
gemini-3.8-flash,5 dígitos,111337,111337,True,True,23147+88190 = ?,0.003461,0.000178,0.003283,0.003167,164,gemini-3.8-flash,111337,111337,True,True,0.003461
gemini-3.8-flash,4 dígitos,6096,6096,True,True,1731+4365 = ?,0.004187,0.00017,0.004017,0.00394,204,gemini-3.8-flash,6096,6096,True,True,0.004187
gemini-3.8-flash,9 dígitos,833620863,833620863,True,True,246357408+587263455 = ?,0.011873,0.000209,0.011665,0.011491,595,gemini-3.8-flash,833620863,833620863,True,True,0.011873
gemini-3.8-flash,4 dígitos,12953,12953,True,True,6971+5982 = ?,0.003743,0.00017,0.003573,0.003476,180,gemini-3.8-flash,12953,12953,True,True,0.003743
gemini-3.8-flash,2 dígitos,132,132,True,True,95+37 = ?,0.001275,0.000155,0.00112,0.001062,55,gemini-3.8-flash,132,132,True,True,0.001275
gemini-3.8-flash,2 dígitos,112,112,True,True,99+13 = ?,0.003167,0.000155,0.003013,0.002955,153,gemini-3.8-flash,112,112,True,True,0.003167
gemini-3.8-flash,5 dígitos,93635,93635,True,True,75727+17908 = ?,0.003615,0.000178,0.003438,0.003341,173,gemini-3.8-flash,93635,93635,True,True,0.003615
gemini-3.8-flash,8 dígitos,102250808,102250808,True,True,17930361+84320447 = ?,0.008042,0.000201,0.007841,0.007667,397,gemini-3.8-flash,102250808,102250808,True,True,0.008042
gemini-3.8-flash,2 dígitos,160,160,True,True,93+67 = ?,0.003322,0.000155,0.003167,0.003109,161,gemini-3.8-flash,160,160,True,True,0.003322
gemini-3.8-flash,10 dígitos,10958761159,10958761159,True,True,4950407198+6008353961 = ?,0.010239,0.000216,0.010023,0.009811,508,gemini-3.8-flash,10958761159,10958761159,True,True,0.010239
gemini-3.8-flash,3 dígitos,1276,1276,True,True,734+542 = ?,0.003136,0.000162,0.002974,0.002897,150,gemini-3.8-flash,1276,1276,True,True,0.003136
gemini-3.8-flash,8 dígitos,182754814,182754814,True,True,89153506+93601308 = ?,0.005666,0.000201,0.005465,0.005292,274,gemini-3.8-flash,182754814,182754814,True,True,0.005666
gemini-3.8-flash,5 dígitos,87713,87713,True,True,63908+23805 = ?,0.003403,0.000178,0.003225,0.003129,162,gemini-3.8-flash,87713,87713,True,True,0.003403
gemini-3.8-flash,8 dígitos,71559556,71559556,True,True,58121347+13438209 = ?,0.005473,0.000201,0.005272,0.005118,265,gemini-3.8-flash,71559556,71559556,True,True,0.005473
gemini-3.8-flash,4 dígitos,10375,10375,True,True,3289+7086 = ?,0.004168,0.00017,0.003998,0.003901,202,gemini-3.8-flash,10375,10375,True,True,0.004168
gemini-3.8-flash,9 dígitos,1559039416,1559039416,True,True,987162776+571876640 = ?,0.008783,0.000209,0.008575,0.008382,434,gemini-3.8-flash,1559039416,1559039416,True,True,0.008783
gemini-3.8-flash,8 dígitos,57124737,57124737,True,True,43127019+13997718 = ?,0.007231,0.000201,0.00703,0.006875,356,gemini-3.8-flash,57124737,57124737,True,True,0.007231
gemini-3.8-flash,6 dígitos,1463295,1463295,True,True,685159+778136 = ?,0.00625,0.000185,0.006064,0.005929,307,gemini-3.8-flash,1463295,1463295,True,True,0.00625
gemini-3.8-flash,2 dígitos,115,115,True,True,61+54 = ?,0.001468,0.000155,0.001313,0.001255,65,gemini-3.8-flash,115,115,True,True,0.001468
gemini-3.8-flash,8 dígitos,69861954,69861954,True,True,50050146+19811808 = ?,0.00698,0.000201,0.006779,0.006624,343,gemini-3.8-flash,69861954,69861954,True,True,0.00698
gemini-3.8-flash,9 dígitos,1048545014,1048545014,True,True,408361757+640183257 = ?,0.009942,0.000209,0.009734,0.00954,494,gemini-3.8-flash,1048545014,1048545014,True,True,0.009942
gemini-3.8-flash,3 dígitos,1171,1171,True,True,440+731 = ?,0.001398,0.000162,0.001236,0.001159,60,gemini-3.8-flash,1171,1171,True,True,0.001398
gemini-3.8-flash,9 dígitos,1142205938,1142205938,True,True,623296791+518909147 = ?,0.018864,0.000209,0.018656,0.018463,956,gemini-3.8-flash,1142205938,1142205938,True,True,0.018864
gemini-3.8-flash,2 dígitos,40,40,True,True,16+24 = ?,0.002105,0.000155,0.001951,0.001912,99,gemini-3.8-flash,40,40,True,True,0.002105
gemini-3.8-flash,7 dígitos,13480026,13480026,True,True,8724734+4755292 = ?,0.009019,0.000193,0.008826,0.008671,449,gemini-3.8-flash,13480026,13480026,True,True,0.009019
gemini-3.8-flash,8 dígitos,173585705,173585705,True,True,77542861+96042844 = ?,0.008853,0.000201,0.008652,0.008478,439,gemini-3.8-flash,173585705,173585705,True,True,0.008853
gemini-3.8-flash,4 dígitos,5151,5151,True,True,3512+1639 = ?,0.002758,0.00017,0.002588,0.002511,130,gemini-3.8-flash,5151,5151,True,True,0.002758
gemini-3.8-flash,4 dígitos,14233,14233,True,True,7895+6338 = ?,0.00411,0.00017,0.00394,0.003843,199,gemini-3.8-flash,14233,14233,True,True,0.00411
gemini-3.8-flash,7 dígitos,11034149,11034149,True,True,5546306+5487843 = ?,0.006489,0.000193,0.006296,0.006141,318,gemini-3.8-flash,11034149,11034149,True,True,0.006489
gemini-3.8-flash,8 dígitos,72027315,72027315,True,True,53615943+18411372 = ?,0.007327,0.000201,0.007126,0.006972,361,gemini-3.8-flash,72027315,72027315,True,True,0.007327
gemini-3.8-flash,8 dígitos,77736844,77736844,True,True,47972519+29764325 = ?,0.008969,0.000201,0.008768,0.008613,446,gemini-3.8-flash,77736844,77736844,True,True,0.008969
gemini-3.8-flash,2 dígitos,137,137,True,True,78+59 = ?,0.001487,0.000155,0.001333,0.001275,66,gemini-3.8-flash,137,137,True,True,0.001487
gemini-3.8-flash,7 dígitos,4410269,4410269,True,True,1895640+2514629 = ?,0.006508,0.000193,0.006315,0.00618,320,gemini-3.8-flash,4410269,4410269,True,True,0.006508
gemini-3.8-flash,3 dígitos,1639,1639,True,True,652+987 = ?,0.003291,0.000162,0.003129,0.003051,158,gemini-3.8-flash,1639,1639,True,True,0.003291
gemini-3.8-flash,5 dígitos,104996,104996,True,True,86523+18473 = ?,0.004079,0.000178,0.003901,0.003785,196,gemini-3.8-flash,104996,104996,True,True,0.004079
gemini-3.8-flash,9 dígitos,1159757659,1159757659,True,True,834983184+324774475 = ?,0.007084,0.000209,0.006875,0.006682,346,gemini-3.8-flash,1159757659,1159757659,True,True,0.007084
gemini-3.8-flash,6 dígitos,1782457,1782457,True,True,909078+873379 = ?,0.005323,0.000185,0.005137,0.005002,259,gemini-3.8-flash,1782457,1782457,True,True,0.005323
gemini-3.8-flash,5 dígitos,120024,120024,True,True,61493+58531 = ?,0.006222,0.000178,0.006045,0.005929,307,gemini-3.8-flash,120024,120024,True,True,0.006222
gemini-3.8-flash,3 dígitos,1087,1087,True,True,781+306 = ?,0.002132,0.000162,0.00197,0.001893,98,gemini-3.8-flash,1087,1087,True,True,0.002132
gemini-3.8-flash,10 dígitos,7683504213,7683504213,True,True,4038256994+3645247219 = ?,0.00628,0.000216,0.006064,0.005871,304,gemini-3.8-flash,7683504213,7683504213,True,True,0.00628
gemini-3.8-flash,3 dígitos,751,751,True,True,192+559 = ?,0.004276,0.000162,0.004114,0.004056,210,gemini-3.8-flash,751,751,True,True,0.004276
gemini-3.8-flash,3 dígitos,414,414,True,True,108+306 = ?,0.002267,0.000162,0.002105,0.002047,106,gemini-3.8-flash,414,414,True,True,0.002267
gemini-3.8-flash,8 dígitos,128331471,128331471,True,True,48775188+79556283 = ?,0.014666,0.000201,0.014465,0.014291,740,gemini-3.8-flash,128331471,128331471,True,True,0.014666
gemini-3.8-flash,10 dígitos,": 5 + 0 + 1 = 6 -> 6, carry 0
Position 9 (billions): 4 + 9 + 0 = 13",13626497325,False,False,4555952036+9070545289 = ?,0.024685,0.000216,0.024469,0.023716,1228,gemini-3.8-flash,501660949013,": 5 + 0 + 1 = 6 -> 6, carry 0
Position 9 (billions): 4 + 9 + 0 = 13",False,False,0.024685
gemini-3.8-flash,4 dígitos,15290,15290,True,True,6722+8568 = ?,0.003878,0.00017,0.003708,0.003611,187,gemini-3.8-flash,15290,15290,True,True,0.003878
gemini-3.8-flash,5 dígitos,107600,107600,True,True,68259+39341 = ?,0.003268,0.000178,0.00309,0.002974,154,gemini-3.8-flash,107600,107600,True,True,0.003268
gemini-3.8-flash,9 dígitos,1291182548,1291182548,True,True,917745173+373437375 = ?,0.01309,0.000209,0.012881,0.012688,657,gemini-3.8-flash,1291182548,1291182548,True,True,0.01309
gemini-3.8-flash,8 dígitos,154246199,154246199,True,True,71116955+83129244 = ?,0.006246,0.000201,0.006045,0.005871,304,gemini-3.8-flash,154246199,154246199,True,True,0.006246
gemini-3.8-flash,10 dígitos,16222447967,16222447967,True,True,8209492068+8012955899 = ?,0.01051,0.000216,0.010294,0.010081,522,gemini-3.8-flash,16222447967,16222447967,True,True,0.01051
gemini-3.8-flash,6 dígitos,1648520,1648520,True,True,750824+897696 = ?,0.005998,0.000185,0.005813,0.005678,294,gemini-3.8-flash,1648520,1648520,True,True,0.005998
gemini-3.8-flash,7 dígitos,8612867,8612867,True,True,1359957+7252910 = ?,0.010873,0.000193,0.01068,0.010545,546,gemini-3.8-flash,8612867,8612867,True,True,0.010873
gemini-3.8-flash,3 dígitos,1004,1004,True,True,519+485 = ?,0.003638,0.000162,0.003476,0.003399,176,gemini-3.8-flash,1004,1004,True,True,0.003638
gemini-3.8-flash,10 dígitos,8816716939,8816716939,True,True,5761982305+3054734634 = ?,0.009255,0.000216,0.009038,0.008845,458,gemini-3.8-flash,8816716939,8816716939,True,True,0.009255
gemini-3.8-flash,9 dígitos,1495543045,1495543045,True,True,609695763+885847282 = ?,0.011004,0.000209,0.010796,0.010603,549,gemini-3.8-flash,1495543045,1495543045,True,True,0.011004
gemini-3.8-flash,9 dígitos,921556816,921556816,True,True,572898233+348658583 = ?,0.007702,0.000209,0.007493,0.007319,379,gemini-3.8-flash,921556816,921556816,True,True,0.007702
gemini-3.8-flash,4 dígitos,4183,4183,True,True,1544+2639 = ?,0.002603,0.00017,0.002433,0.002356,122,gemini-3.8-flash,4183,4183,True,True,0.002603
gemini-3.8-flash,7 dígitos,12175445,12175445,True,True,6111187+6064258 = ?,0.003418,0.000193,0.003225,0.003071,159,gemini-3.8-flash,12175445,12175445,True,True,0.003418
gemini-3.8-flash,10 dígitos,17941352133,17941352133,True,True,7977665028+9963687105 = ?,0.011727,0.000216,0.01151,0.011298,585,gemini-3.8-flash,17941352133,17941352133,True,True,0.011727
gemini-3.8-flash,7 dígitos,7103456,7103456,True,True,3514455+3589001 = ?,0.004365,0.000193,0.004171,0.004036,209,gemini-3.8-flash,7103456,7103456,True,True,0.004365
gemini-3.8-flash,6 dígitos,1229174,1229174,True,True,780379+448795 = ?,0.007486,0.000185,0.0073,0.007165,371,gemini-3.8-flash,1229174,1229174,True,True,0.007486
gemini-3.8-flash,2 dígitos,111,111,True,True,15+96 = ?,0.002356,0.000155,0.002202,0.002144,111,gemini-3.8-flash,111,111,True,True,0.002356
gemini-3.8-flash,8 dígitos,146253373,146253373,True,True,98194008+48059365 = ?,0.008621,0.000201,0.00842,0.008246,427,gemini-3.8-flash,146253373,146253373,True,True,0.008621
gemini-3.8-flash,6 dígitos,1413844,1413844,True,True,416621+997223 = ?,0.00988,0.000185,0.009695,0.00956,495,gemini-3.8-flash,1413844,1413844,True,True,0.00988
gemini-3.8-flash,3 dígitos,1001,1001,True,True,477+524 = ?,0.003214,0.000162,0.003051,0.002974,154,gemini-3.8-flash,1001,1001,True,True,0.003214
gemini-3.8-flash,8 dígitos,132490245,132490245,True,True,36264177+96226068 = ?,0.005589,0.000201,0.005388,0.005214,270,gemini-3.8-flash,132490245,132490245,True,True,0.005589
gemini-3.8-flash,6 dígitos,1820779,1820779,True,True,857524+963255 = ?,0.004782,0.000185,0.004596,0.004461,231,gemini-3.8-flash,1820779,1820779,True,True,0.004782
gemini-3.8-flash,4 dígitos,7615,7615,True,True,1194+6421 = ?,0.00185,0.00017,0.00168,0.001603,83,gemini-3.8-flash,7615,7615,True,True,0.00185
gemini-3.8-flash,4 dígitos,12288,12288,True,True,4101+8187 = ?,0.00382,0.00017,0.00365,0.003554,184,gemini-3.8-flash,12288,12288,True,True,0.00382
gemini-3.8-flash,5 dígitos,91112,91112,True,True,16085+75027 = ?,0.00377,0.000178,0.003592,0.003496,181,gemini-3.8-flash,91112,91112,True,True,0.00377
gemini-3.8-flash,7 dígitos,7258823,7258823,True,True,3435890+3822933 = ?,0.004789,0.000193,0.004596,0.004461,231,gemini-3.8-flash,7258823,7258823,True,True,0.004789
gemini-3.8-flash,7 dígitos,4657877,4657877,True,True,1649470+3008407 = ?,0.003805,0.000193,0.003611,0.003476,180,gemini-3.8-flash,4657877,4657877,True,True,0.003805
gemini-3.8-flash,3 dígitos,1289,1289,True,True,866+423 = ?,0.00304,0.000162,0.002878,0.0028,145,gemini-3.8-flash,1289,1289,True,True,0.00304
gemini-3.8-flash,4 dígitos,10023,10023,True,True,3490+6533 = ?,0.005616,0.00017,0.005446,0.00535,277,gemini-3.8-flash,10023,10023,True,True,0.005616
