Nome_do_modelo,Operacao,Resultado_do_modelo,Resposta_bruta,Resultado_original_decimal,Acerto_da_operacao,Acerto_do_formato_de_resposta,Conta_decimal,custo_total
gemini-3.8-flash,2 dígitos,41.58,41.58,41.58,True,True,7.7x5.4 = ?,0.003631
gemini-3.8-flash,2 dígitos,10.23,10.23,10.23,True,True,1.1x9.3 = ?,0.003747
gemini-3.8-flash,2 dígitos,78.4,78.4,78.4,True,True,9.8x8 = ?,0.003835
gemini-3.8-flash,2 dígitos,14,14,14.00,True,True,5.6x2.5 = ?,0.003245
gemini-3.8-flash,2 dígitos,17.55,17.55,17.55,True,True,4.5x3.9 = ?,0.005292
gemini-3.8-flash,2 dígitos,71.54,71.54,71.54,True,True,9.8x7.3 = ?,0.004075
gemini-3.8-flash,2 dígitos,9.49,9.49,9.49,True,True,7.3x1.3 = ?,0.002047
gemini-3.8-flash,2 dígitos,15.84,15.84,15.84,True,True,1.8x8.8 = ?,0.002646
gemini-3.8-flash,2 dígitos,19.25,19.25,19.25,True,True,3.5x5.5 = ?,0.005176
gemini-3.8-flash,2 dígitos,30.1,30.1,30.10,True,True,8.6x3.5 = ?,0.003283
gemini-3.8-flash,2 dígitos,7.2,7.2,7.2,True,True,6x1.2 = ?,0.00231
gemini-3.8-flash,2 dígitos,63,63,63.00,True,True,8.4x7.5 = ?,0.006489
gemini-3.8-flash,2 dígitos,31.2,31.2,31.2,True,True,7.8x4 = ?,0.005265
gemini-3.8-flash,2 dígitos,3.91,3.91,3.91,True,True,1.7x2.3 = ?,0.003245
gemini-3.8-flash,2 dígitos,72.24,72.24,72.24,True,True,8.4x8.6 = ?,0.005774
gemini-3.8-flash,2 dígitos,23,23,23.0,True,True,4.6x5 = ?,0.004299
gemini-3.8-flash,2 dígitos,44.88,44.88,44.88,True,True,5.1x8.8 = ?,0.002627
gemini-3.8-flash,2 dígitos,5.94,5.94,5.94,True,True,5.4x1.1 = ?,0.003689
gemini-3.8-flash,2 dígitos,64.02,64.02,64.02,True,True,6.6x9.7 = ?,0.003476
gemini-3.8-flash,2 dígitos,12.6,12.6,12.60,True,True,4.5x2.8 = ?,0.002742
gemini-3.8-flash,2 dígitos,12,12,12.00,True,True,1.6x7.5 = ?,0.00479
gemini-3.8-flash,2 dígitos,76.63,76.63,76.63,True,True,9.7x7.9 = ?,0.004075
gemini-3.8-flash,2 dígitos,36.85,36.85,36.85,True,True,5.5x6.7 = ?,0.003225
gemini-3.8-flash,2 dígitos,59.16,59.16,59.16,True,True,6.8x8.7 = ?,0.004751
gemini-3.8-flash,2 dígitos,15.68,15.68,15.68,True,True,2.8x5.6 = ?,0.005369
gemini-3.8-flash,2 dígitos,26.46,26.46,26.46,True,True,2.7x9.8 = ?,0.00591
gemini-3.8-flash,2 dígitos,46.92,46.92,46.92,True,True,6.8x6.9 = ?,0.003457
gemini-3.8-flash,2 dígitos,75.53,75.53,75.53,True,True,8.3x9.1 = ?,0.003843
gemini-3.8-flash,2 dígitos,35.84,35.84,35.84,True,True,5.6x6.4 = ?,0.005137
gemini-3.8-flash,2 dígitos,55.44,55.44,55.44,True,True,7.2x7.7 = ?,0.003032
gemini-3.8-flash,2 dígitos,11.44,11.44,11.44,True,True,1.3x8.8 = ?,0.003051
gemini-3.8-flash,2 dígitos,24.79,24.79,24.79,True,True,3.7x6.7 = ?,0.003051
gemini-3.8-flash,2 dígitos,7.56,7.56,7.56,True,True,2.1x3.6 = ?,0.003747
gemini-3.8-flash,2 dígitos,65.55,65.55,65.55,True,True,9.5x6.9 = ?,0.00282
gemini-3.8-flash,2 dígitos,17,17,17.0,True,True,8.5x2 = ?,0.002522
gemini-3.8-flash,2 dígitos,11.55,11.55,11.55,True,True,3.3x3.5 = ?,0.004925
gemini-3.8-flash,2 dígitos,40,40,40,True,True,8x5 = ?,0.003693
gemini-3.8-flash,2 dígitos,11.06,11.06,11.06,True,True,1.4x7.9 = ?,0.004152
gemini-3.8-flash,2 dígitos,94.09,94.09,94.09,True,True,9.7x9.7 = ?,0.003824
gemini-3.8-flash,3 dígitos,9.24,9.24,9.24,True,True,1.1x8.4 = ?,0.0028
gemini-3.8-flash,2 dígitos,46.2,46.2,46.2,True,True,6.6x7 = ?,0.002271
gemini-3.8-flash,2 dígitos,7.15,7.15,7.15,True,True,1.3x5.5 = ?,0.003998
gemini-3.8-flash,2 dígitos,33.97,33.97,33.97,True,True,4.3x7.9 = ?,0.004133
gemini-3.8-flash,2 dígitos,38.28,38.28,38.28,True,True,5.8x6.6 = ?,0.003843
gemini-3.8-flash,3 dígitos,31.005,31.005,31.005,True,True,7.95x3.9 = ?,0.004948
gemini-3.8-flash,3 dígitos,36.2848,36.2848,36.2848,True,True,7.36x4.93 = ?,0.006844
gemini-3.8-flash,2 dígitos,10.54,10.54,10.54,True,True,1.7x6.2 = ?,0.004674
gemini-3.8-flash,2 dígitos,14.44,14.44,14.44,True,True,1.9x7.6 = ?,0.005311
gemini-3.8-flash,3 dígitos,27.008,27.008,27.008,True,True,6.4x4.22 = ?,0.005662
gemini-3.8-flash,3 dígitos,38.3265,38.3265,38.3265,True,True,7.65x5.01 = ?,0.004411
gemini-3.8-flash,3 dígitos,17.3355,17.3355,17.3355,True,True,3.81x4.55 = ?,0.006419
gemini-3.8-flash,3 dígitos,74.0421,74.0421,74.0421,True,True,8.91x8.31 = ?,0.007404
gemini-3.8-flash,3 dígitos,4.411,4.411,4.411,True,True,4.01x1.1 = ?,0.005624
gemini-3.8-flash,3 dígitos,16.704,16.704,16.704,True,True,3.2x5.22 = ?,0.00433
gemini-3.8-flash,3 dígitos,42.622,42.622,42.6220,True,True,8.44x5.05 = ?,0.005106
gemini-3.8-flash,3 dígitos,75.8641,75.8641,75.8641,True,True,8.71x8.71 = ?,0.007964
gemini-3.8-flash,3 dígitos,26.0599,26.0599,26.0599,True,True,4.21x6.19 = ?,0.00669
gemini-3.8-flash,3 dígitos,15.9165,15.9165,15.9165,True,True,3.93x4.05 = ?,0.005357
gemini-3.8-flash,3 dígitos,6.3516,6.3516,6.3516,True,True,2.37x2.68 = ?,0.005299
gemini-3.8-flash,3 dígitos,49.3633,49.3633,49.3633,True,True,6.79x7.27 = ?,0.008447
gemini-3.8-flash,3 dígitos,8.4084,8.4084,8.4084,True,True,2.86x2.94 = ?,0.006458
gemini-3.8-flash,3 dígitos,10.0464,10.0464,10.0464,True,True,4.83x2.08 = ?,0.004874
gemini-3.8-flash,3 dígitos,67.797,67.797,67.797,True,True,9.3x7.29 = ?,0.005006
gemini-3.8-flash,3 dígitos,24.9736,24.9736,24.9736,True,True,5.89x4.24 = ?,0.005492
gemini-3.8-flash,3 dígitos,64.3518,64.3518,64.3518,True,True,7.01x9.18 = ?,0.00611
gemini-3.8-flash,3 dígitos,19.089,19.089,19.0890,True,True,6.06x3.15 = ?,0.006284
gemini-3.8-flash,3 dígitos,20.2252,20.2252,20.2252,True,True,2.36x8.57 = ?,0.007984
gemini-3.8-flash,3 dígitos,8.5176,8.5176,8.5176,True,True,3.38x2.52 = ?,0.004971
gemini-3.8-flash,3 dígitos,53.5718,53.5718,53.5718,True,True,5.54x9.67 = ?,0.009394
gemini-3.8-flash,3 dígitos,10.1376,10.1376,10.1376,True,True,1.44x7.04 = ?,0.005937
gemini-3.8-flash,3 dígitos,91.0115,91.0115,91.0115,True,True,9.55x9.53 = ?,0.011306
gemini-3.8-flash,3 dígitos,19.1843,19.1843,19.1843,True,True,4.39x4.37 = ?,0.008177
gemini-3.8-flash,3 dígitos,5.4918,5.4918,5.4918,True,True,2.26x2.43 = ?,0.006497
gemini-3.8-flash,3 dígitos,29.8073,29.8073,29.8073,True,True,3.47x8.59 = ?,0.008776
gemini-3.8-flash,3 dígitos,65.4156,65.4156,65.4156,True,True,6.73x9.72 = ?,0.007887
gemini-3.8-flash,3 dígitos,41.3424,41.3424,41.3424,True,True,5.94x6.96 = ?,0.007385
gemini-3.8-flash,3 dígitos,72.0797,72.0797,72.0797,True,True,8.47x8.51 = ?,0.006574
gemini-3.8-flash,3 dígitos,41.6796,41.6796,41.6796,True,True,5.64x7.39 = ?,0.006362
gemini-3.8-flash,3 dígitos,25.3175,25.3175,25.3175,True,True,3.25x7.79 = ?,0.008119
gemini-3.8-flash,3 dígitos,58.9584,58.9584,58.9584,True,True,6.92x8.52 = ?,0.006767
gemini-3.8-flash,2 dígitos,12.87,12.87,12.87,True,True,9.9x1.3 = ?,0.003924
gemini-3.8-flash,3 dígitos,15.3384,15.3384,15.3384,True,True,6.16x2.49 = ?,0.005666
gemini-3.8-flash,2 dígitos,32.94,32.94,32.94,True,True,6.1x5.4 = ?,0.004735
gemini-3.8-flash,3 dígitos,7.239,7.239,7.2390,True,True,1.14x6.35 = ?,0.006477
gemini-3.8-flash,3 dígitos,31.323,31.323,31.3230,True,True,3.18x9.85 = ?,0.006246
gemini-3.8-flash,3 dígitos,46.851,46.851,46.8510,True,True,4.85x9.66 = ?,0.007907
gemini-3.8-flash,3 dígitos,68.497,68.497,68.4970,True,True,7.15x9.58 = ?,0.006535
gemini-3.8-flash,3 dígitos,58.223,58.223,58.223,True,True,6.7x8.69 = ?,0.004446
gemini-3.8-flash,3 dígitos,24.297,24.297,24.297,True,True,2.73x8.9 = ?,0.003538
gemini-3.8-flash,3 dígitos,33.6812,33.6812,33.6812,True,True,6.44x5.23 = ?,0.00752
gemini-3.8-flash,3 dígitos,30.735,30.735,30.735,True,True,4.5x6.83 = ?,0.003364
gemini-3.8-flash,3 dígitos,11.6596,11.6596,11.6596,True,True,2.06x5.66 = ?,0.005492
gemini-3.8-flash,3 dígitos,10.7757,10.7757,10.7757,True,True,3.07x3.51 = ?,0.005512
gemini-3.8-flash,3 dígitos,1.5351,1.5351,1.5351,True,True,1.29x1.19 = ?,0.006439
gemini-3.8-flash,3 dígitos,9.333,9.333,9.333,True,True,6.1x1.53 = ?,0.004697
gemini-3.8-flash,3 dígitos,89.9388,89.9388,89.9388,True,True,9.96x9.03 = ?,0.007366
gemini-3.8-flash,3 dígitos,3.9693,3.9693,3.9693,True,True,3.93x1.01 = ?,0.004585
gemini-3.8-flash,3 dígitos,31.5168,31.5168,31.5168,True,True,5.88x5.36 = ?,0.006922
gemini-3.8-flash,3 dígitos,23.8221,23.8221,23.8221,True,True,4.59x5.19 = ?,0.008486
gemini-3.8-flash,3 dígitos,8.6125,8.6125,8.6125,True,True,6.89x1.25 = ?,0.003851
gemini-3.8-flash,3 dígitos,17.9523,17.9523,17.9523,True,True,9.81x1.83 = ?,0.00837
gemini-3.8-flash,3 dígitos,14.0275,14.0275,14.0275,True,True,1.81x7.75 = ?,0.006786
gemini-3.8-flash,3 dígitos,10.7413,10.7413,10.7413,True,True,2.33x4.61 = ?,0.006555
gemini-3.8-flash,3 dígitos,13.2745,13.2745,13.2745,True,True,1.39x9.55 = ?,0.007211
gemini-3.8-flash,3 dígitos,43.036,43.036,43.036,True,True,5.8x7.42 = ?,0.004832
gemini-3.8-flash,3 dígitos,9.4184,9.4184,9.4184,True,True,2.44x3.86 = ?,0.006265
gemini-3.8-flash,3 dígitos,2.2194,2.2194,2.2194,True,True,1.37x1.62 = ?,0.004508
gemini-3.8-flash,3 dígitos,51.6861,51.6861,51.6861,True,True,7.09x7.29 = ?,0.006941
gemini-3.8-flash,3 dígitos,2.8896,2.8896,2.8896,True,True,2.58x1.12 = ?,0.006265
gemini-3.8-flash,3 dígitos,39.8034,39.8034,39.8034,True,True,7.02x5.67 = ?,0.006439
gemini-3.8-flash,3 dígitos,31.9658,31.9658,31.9658,True,True,5.77x5.54 = ?,0.004237
gemini-3.8-flash,3 dígitos,29.51,29.51,29.510,True,True,6.5x4.54 = ?,0.006049
gemini-3.8-flash,3 dígitos,57.1551,57.1551,57.1551,True,True,6.01x9.51 = ?,0.005705
gemini-3.8-flash,3 dígitos,9.6,9.6,9.60,True,True,5x1.92 = ?,0.00608
gemini-3.8-flash,3 dígitos,53.65,53.65,53.650,True,True,7.25x7.4 = ?,0.005817
gemini-3.8-flash,3 dígitos,34.9965,34.9965,34.9965,True,True,6.93x5.05 = ?,0.007385
gemini-3.8-flash,3 dígitos,20.8978,20.8978,20.8978,True,True,6.49x3.22 = ?,0.006033
gemini-3.8-flash,3 dígitos,15.9712,15.9712,15.9712,True,True,1.61x9.92 = ?,0.006806
gemini-3.8-flash,3 dígitos,21.4812,21.4812,21.4812,True,True,3.24x6.63 = ?,0.006516
gemini-3.8-flash,3 dígitos,42.7924,42.7924,42.7924,True,True,9.86x4.34 = ?,0.008216
gemini-3.8-flash,3 dígitos,8.3441,8.3441,8.3441,True,True,4.61x1.81 = ?,0.00752
gemini-3.8-flash,3 dígitos,44.4442,44.4442,44.4442,True,True,6.19x7.18 = ?,0.00669
gemini-3.8-flash,3 dígitos,64.5435,64.5435,64.5435,True,True,6.83x9.45 = ?,0.00781
gemini-3.8-flash,3 dígitos,3.021,3.021,3.0210,True,True,2.65x1.14 = ?,0.008061
gemini-3.8-flash,3 dígitos,27.2626,27.2626,27.2626,True,True,5.03x5.42 = ?,0.007076
gemini-3.8-flash,3 dígitos,34.117,34.117,34.1170,True,True,5.45x6.26 = ?,0.009336
gemini-3.8-flash,3 dígitos,10.2608,10.2608,10.2608,True,True,1.06x9.68 = ?,0.007598
gemini-3.8-flash,3 dígitos,27.8046,27.8046,27.8046,True,True,5.42x5.13 = ?,0.007984
gemini-3.8-flash,3 dígitos,4.6512,4.6512,4.6512,True,True,2.28x2.04 = ?,0.005338
gemini-3.8-flash,3 dígitos,30.3996,30.3996,30.3996,True,True,5.39x5.64 = ?,0.009799
gemini-3.8-flash,3 dígitos,34.6435,34.6435,34.6435,True,True,9.65x3.59 = ?,0.007945
gemini-3.8-flash,3 dígitos,32.2586,32.2586,32.2586,True,True,3.41x9.46 = ?,0.007771
gemini-3.8-flash,3 dígitos,63.1464,63.1464,63.1464,True,True,6.64x9.51 = ?,0.007018
gemini-3.8-flash,3 dígitos,30.5698,30.5698,30.5698,True,True,4.33x7.06 = ?,0.006304
gemini-3.8-flash,3 dígitos,20.2824,20.2824,20.2824,True,True,3.24x6.26 = ?,0.005763
gemini-3.8-flash,3 dígitos,19.9432,19.9432,19.9432,True,True,3.88x5.14 = ?,0.007134
gemini-3.8-flash,3 dígitos,19.2125,19.2125,19.2125,True,True,2.65x7.25 = ?,0.006304
gemini-3.8-flash,3 dígitos,15.7508,15.7508,15.7508,True,True,4.66x3.38 = ?,0.007385
gemini-3.8-flash,3 dígitos,36.8244,36.8244,36.8244,True,True,7.72x4.77 = ?,0.005763
gemini-3.8-flash,3 dígitos,10.6227,10.6227,10.6227,True,True,3.33x3.19 = ?,0.004508
gemini-3.8-flash,3 dígitos,20.188,20.188,20.188,True,True,9.8x2.06 = ?,0.006242
gemini-3.8-flash,3 dígitos,16.6788,16.6788,16.6788,True,True,7.38x2.26 = ?,0.007694
gemini-3.8-flash,3 dígitos,58.8826,58.8826,58.8826,True,True,6.14x9.59 = ?,0.007733
gemini-3.8-flash,3 dígitos,51.591,51.591,51.591,True,True,8.7x5.93 = ?,0.004311
gemini-3.8-flash,3 dígitos,32.8609,32.8609,32.8609,True,True,3.47x9.47 = ?,0.00669
gemini-3.8-flash,3 dígitos,25.585,25.585,25.585,True,True,4.3x5.95 = ?,0.004774
gemini-3.8-flash,4 dígitos,41.033538,41.033538,41.033538,True,True,7.943x5.166 = ?,0.010174
gemini-3.8-flash,3 dígitos,72.7285,72.7285,72.7285,True,True,8.71x8.35 = ?,0.008467
gemini-3.8-flash,4 dígitos,44.804096,44.804096,44.804096,True,True,5.344x8.384 = ?,0.011004
gemini-3.8-flash,4 dígitos,8.703045,8.703045,8.703045,True,True,2.755x3.159 = ?,0.01112
gemini-3.8-flash,4 dígitos,32.950313,32.950313,32.950313,True,True,7.733x4.261 = ?,0.009034
gemini-3.8-flash,4 dígitos,9.581079,9.581079,9.581079,True,True,2.557x3.747 = ?,0.012337
gemini-3.8-flash,4 dígitos,16.1448,16.1448,16.1448,True,True,7.688x2.1 = ?,0.005068
gemini-3.8-flash,4 dígitos,28.917864,28.917864,28.917864,True,True,4.839x5.976 = ?,0.009633
gemini-3.8-flash,4 dígitos,20.897955,20.897955,20.897955,True,True,6.255x3.341 = ?,0.011236
gemini-3.8-flash,4 dígitos,14.155617,14.155617,14.155617,True,True,1.687x8.391 = ?,0.008146
gemini-3.8-flash,4 dígitos,18.89469,18.89469,18.894690,True,True,8.454x2.235 = ?,0.010773
gemini-3.8-flash,4 dígitos,3.835398,3.835398,3.835398,True,True,1.113x3.446 = ?,0.010773
gemini-3.8-flash,4 dígitos,27.751945,27.751945,27.751945,True,True,7.085x3.917 = ?,0.009768
gemini-3.8-flash,4 dígitos,52.16416,52.16416,52.16416,True,True,7.582x6.88 = ?,0.008026
gemini-3.8-flash,4 dígitos,4.36372,4.36372,4.363720,True,True,4.295x1.016 = ?,0.011506
gemini-3.8-flash,4 dígitos,10.609428,10.609428,10.609428,True,True,1.191x8.908 = ?,0.00944
gemini-3.8-flash,4 dígitos,50.12937,50.12937,50.12937,True,True,5.703x8.79 = ?,0.011387
gemini-3.8-flash,4 dígitos,32.164116,32.164116,32.164116,True,True,6.397x5.028 = ?,0.007914
gemini-3.8-flash,4 dígitos,74.670336,74.670336,74.670336,True,True,8.864x8.424 = ?,0.013882
gemini-3.8-flash,4 dígitos,40.235404,40.235404,40.235404,True,True,7.139x5.636 = ?,0.011564
gemini-3.8-flash,4 dígitos,24.159168,24.159168,24.159168,True,True,5.904x4.092 = ?,0.010811
gemini-3.8-flash,4 dígitos,34.093327,34.093327,34.093327,True,True,3.599x9.473 = ?,0.00973
gemini-3.8-flash,4 dígitos,9.623454,9.623454,9.623454,True,True,5.007x1.922 = ?,0.009594
gemini-3.8-flash,4 dígitos,4.50642,4.50642,4.50642,True,True,1.18x3.819 = ?,0.006578
gemini-3.8-flash,4 dígitos,26.85174,26.85174,26.851740,True,True,4.665x5.756 = ?,0.009208
gemini-3.8-flash,4 dígitos,19.896604,19.896604,19.896604,True,True,2.326x8.554 = ?,0.011217
gemini-3.8-flash,4 dígitos,16.32656,16.32656,16.32656,True,True,5.36x3.046 = ?,0.007756
gemini-3.8-flash,4 dígitos,33.643625,33.643625,33.643625,True,True,9.281x3.625 = ?,0.015408
gemini-3.8-flash,4 dígitos,49.924336,49.924336,49.924336,True,True,6.616x7.546 = ?,0.010425
gemini-3.8-flash,4 dígitos,14.171278,14.171278,14.171278,True,True,3.751x3.778 = ?,0.013438
gemini-3.8-flash,4 dígitos,46.410404,46.410404,46.410404,True,True,9.487x4.892 = ?,0.008803
gemini-3.8-flash,4 dígitos,29.048276,29.048276,29.048276,True,True,4.306x6.746 = ?,0.010966
gemini-3.8-flash,4 dígitos,93.3722,93.3722,93.3722,True,True,9.7x9.626 = ?,0.005106
gemini-3.8-flash,4 dígitos,26.01333,26.01333,26.013330,True,True,6.594x3.945 = ?,0.01871
gemini-3.8-flash,4 dígitos,8.833622,8.833622,8.833622,True,True,2.282x3.871 = ?,0.009903
gemini-3.8-flash,4 dígitos,16.94396,16.94396,16.94396,True,True,4.367x3.88 = ?,0.007524
gemini-3.8-flash,4 dígitos,29.078791,29.078791,29.078791,True,True,5.201x5.591 = ?,0.011333
gemini-3.8-flash,4 dígitos,14.658397,14.658397,14.658397,True,True,4.121x3.557 = ?,0.012086
gemini-3.8-flash,4 dígitos,40.264479,40.264479,40.264479,True,True,9.423x4.273 = ?,0.013051
gemini-3.8-flash,4 dígitos,49.560518,49.560518,49.560518,True,True,9.986x4.963 = ?,0.010811
gemini-3.8-flash,4 dígitos,31.457514,31.457514,31.457514,True,True,9.911x3.174 = ?,0.012337
gemini-3.8-flash,4 dígitos,25.86006,25.86006,25.86006,True,True,5.321x4.86 = ?,0.007486
gemini-3.8-flash,4 dígitos,51.954176,51.954176,51.954176,True,True,8.636x6.016 = ?,0.009768
gemini-3.8-flash,4 dígitos,56.96295,56.96295,56.962950,True,True,6.325x9.006 = ?,0.008976
gemini-3.8-flash,4 dígitos,51.516486,51.516486,51.516486,True,True,7.173x7.182 = ?,0.012105
gemini-3.8-flash,4 dígitos,27.845499,27.845499,27.845499,True,True,8.699x3.201 = ?,0.009768
gemini-3.8-flash,4 dígitos,55.218185,55.218185,55.218185,True,True,9.635x5.731 = ?,0.010077
gemini-3.8-flash,4 dígitos,21.443655,21.443655,21.443655,True,True,8.095x2.649 = ?,0.01226
gemini-3.8-flash,4 dígitos,27.365931,27.365931,27.365931,True,True,3.483x7.857 = ?,0.013418
gemini-3.8-flash,4 dígitos,20.795236,20.795236,20.795236,True,True,8.239x2.524 = ?,0.011236
gemini-3.8-flash,4 dígitos,14.784296,14.784296,14.784296,True,True,3.578x4.132 = ?,0.012762
gemini-3.8-flash,4 dígitos,3.403898,3.403898,3.403898,True,True,1.126x3.023 = ?,0.008957
gemini-3.8-flash,4 dígitos,37.56901,37.56901,37.56901,True,True,5.861x6.41 = ?,0.008644
gemini-3.8-flash,4 dígitos,81.973688,81.973688,81.973688,True,True,8.887x9.224 = ?,0.01562
gemini-3.8-flash,4 dígitos,10.436908,10.436908,10.436908,True,True,8.231x1.268 = ?,0.009324
gemini-3.8-flash,4 dígitos,59.7303,59.7303,59.73030,True,True,5.985x9.98 = ?,0.006616
gemini-3.8-flash,4 dígitos,13.8729,13.8729,13.87290,True,True,6.55x2.118 = ?,0.008567
gemini-3.8-flash,4 dígitos,45.721632,45.721632,45.721632,True,True,5.104x8.958 = ?,0.007625
gemini-3.8-flash,4 dígitos,6.691395,6.691395,6.691395,True,True,4.331x1.545 = ?,0.012009
gemini-3.8-flash,4 dígitos,21.161976,21.161976,21.161976,True,True,2.258x9.372 = ?,0.010618
gemini-3.8-flash,4 dígitos,40.219728,40.219728,40.219728,True,True,5.496x7.318 = ?,0.012105
gemini-3.8-flash,4 dígitos,68.63472,68.63472,68.634720,True,True,9.285x7.392 = ?,0.012047
gemini-3.8-flash,4 dígitos,14.23503,14.23503,14.23503,True,True,1.713x8.31 = ?,0.007061
gemini-3.8-flash,4 dígitos,9.449616,9.449616,9.449616,True,True,1.936x4.881 = ?,0.010077
gemini-3.8-flash,4 dígitos,67.772596,67.772596,67.772596,True,True,7.948x8.527 = ?,0.01112
